"","Path","Certification date","City","State","Country","Rating system","Version","Certification level"
"Plymouth Rock Studios Ltd","https://www.usgbc.org/projects/plymouth-rock-studios-ltd","","Plymouth","Massachusetts [MA]","United States [us]","Core and Shell","v2.0",""
"Price Chopper - Maynard","https://www.usgbc.org/projects/price-chopper-maynard","","Maynard","Massachusetts [MA]","United States [us]","New Construction","v2.2",""
"Milton Academy Wigglesworth Hall","https://www.usgbc.org/projects/milton-academy-wigglesworth-hall","28 Feb 2005","Milton","Massachusetts [MA]","United States [us]","New Construction","v2.1","Certified"
"New England Biolabs","https://www.usgbc.org/projects/new-england-biolabs","2 Oct 2007","Ipswich","Massachusetts [MA]","United States [us]","New Construction","v2.1","Certified"
"Add Survival Equipment to Squad Ops Bldg","https://www.usgbc.org/projects/add-survival-equipment-squad-ops-bldg","","Westfield","Massachusetts [MA]","United States [us]","New Construction","v2.2",""
"Wiener Auditorium - Harvard HKS","https://www.usgbc.org/projects/wiener-auditorium-harvard-hks","19 Oct 2011","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"AEW Capital Management, L.P.","https://www.usgbc.org/projects/aew-capital-management-lp","","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0",""
"Central Campus Building One","https://www.usgbc.org/projects/central-campus-building-one","","Salem","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0",""
"Price Chopper - Hopkinton MA","https://www.usgbc.org/projects/price-chopper-hopkinton-ma","","Hopkinton","Massachusetts [MA]","United States [us]","Retail - New Construction","v2009",""
"Wainwright Bank - Harvard Square Branch","https://www.usgbc.org/projects/wainwright-bank-harvard-square-branch","","Cambridge","Massachusetts [MA]","United States [us]","Retail - Commercial Interiors","v1.0 pilot",""
"Wainwright Bank - Harvard Square Branch","https://www.usgbc.org/projects/wainwright-bank-harvard-square-branch-0","6 Dec 2010","Cambridge","Massachusetts [MA]","United States [us]","Retail - Commercial Interiors","v1.0 pilot","Silver"
"Wainwright Bank - Ashmont Branch","https://www.usgbc.org/projects/wainwright-bank-ashmont-branch","29 Nov 2010","Dorchester","Massachusetts [MA]","United States [us]","Retail - Commercial Interiors","v1.0 pilot","Certified"
"Marine Biological Laboratory-Loeb","https://www.usgbc.org/projects/marine-biological-laboratory-loeb","11 Nov 2010","Woods Hole","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"Clipper Mill Stables","https://www.usgbc.org/projects/clipper-mill-stables","","Baltimore","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0",""
"Covanta SEMASS","https://www.usgbc.org/projects/covanta-semass","","Rochester","Massachusetts [MA]","United States [us]","New Construction","v2.2",""
"55 Cambridge Parkway","https://www.usgbc.org/projects/55-cambridge-parkway","","Cambridge","Massachusetts [MA]","United States [us]","Existing Buildings","v2008",""
"National Development Headquarters","https://www.usgbc.org/projects/national-development-headquarters","","Newton","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0",""
"Martha's Vineyard Hospital","https://www.usgbc.org/projects/marthas-vineyard-hospital","17 Jun 2011","Oak Bluffs","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"Dorchester Green Business Incubator","https://www.usgbc.org/projects/dorchester-green-business-incubator","","Dorchester","Massachusetts [MA]","United States [us]","New Construction","v2.2",""
"100 Cambridge Street","https://www.usgbc.org/projects/100-cambridge-street","1 Mar 2011","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2008","Silver"
"333 Longwood Avenue","https://www.usgbc.org/projects/333-longwood-avenue","","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2008",""
"Deutsche Bank Boston","https://www.usgbc.org/projects/deutsche-bank-boston","13 Oct 2009","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Silver"
"Price Chopper - Shrewsbury","https://www.usgbc.org/projects/price-chopper-shrewsbury","","Shrewsbury","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Arlington Village Shops","https://www.usgbc.org/projects/arlington-village-shops","10 Jun 2011","Arlington","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Silver"
"ASHLAND HIGH SCHOOL","https://www.usgbc.org/projects/ashland-high-school","","ASHLAND","Massachusetts [MA]","United States [us]","New Construction","v2.1",""
"Sargent College","https://www.usgbc.org/projects/sargent-college","","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"Artists for Humanity EpiCenter","https://www.usgbc.org/projects/artists-humanity-epicenter","13 Oct 2005","Boston","Massachusetts [MA]","United States [us]","New Construction","v2.1","Platinum"
"Manulife Financial","https://www.usgbc.org/projects/manulife-financial","27 Nov 2012","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Silver"
"Russell Field House","https://www.usgbc.org/projects/russell-field-house","24 Nov 2008","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2.1","Certified"
"200 Rivers Edge Drive","https://www.usgbc.org/projects/200-rivers-edge-drive","12 Nov 2009","Medford","Massachusetts [MA]","United States [us]","Core and Shell","v2.0","Gold"
"P-135V NMCB 27 Facilities Reserve","https://www.usgbc.org/projects/p-135v-nmcb-27-facilities-reserve","10 Aug 2011","Chicopee","Massachusetts [MA]","United States [us]","New Construction","v2.2","Certified"
"Independence Wharf","https://www.usgbc.org/projects/independence-wharf","","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2008",""
"375 Longwood Avenue","https://www.usgbc.org/projects/375-longwood-avenue","","Brookline","Massachusetts [MA]","United States [us]","Existing Buildings","v2008",""
"Provincetown Art Association and Museum","https://www.usgbc.org/projects/provincetown-art-association-and-museum","21 Jul 2006","Provincetown","Massachusetts [MA]","United States [us]","New Construction","v2.1","Silver"
"179 Lincoln Street","https://www.usgbc.org/projects/179-lincoln-street","30 Jun 2009","Boston","Massachusetts [MA]","United States [us]","Core and Shell","v2.0","Silver"
"172 Tremont Street","https://www.usgbc.org/projects/172-tremont-street","","Boston","Massachusetts [MA]","United States [us]","New Construction","v2.2",""
"TD Bank - Melrose MA - 478 Main Street","https://www.usgbc.org/projects/td-bank-melrose-ma-478-main-street","24 May 2012","Melrose","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Cyber Infrastructure Lab","https://www.usgbc.org/projects/cyber-infrastructure-lab","","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009",""
"Griswold Hall","https://www.usgbc.org/projects/griswold-hall","19 Feb 2009","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Platinum"
"Bridgewater State College","https://www.usgbc.org/projects/bridgewater-state-college","","Bridgewater","Massachusetts [MA]","United States [us]","New Construction","v2.2",""
"Modified Record Fire Range","https://www.usgbc.org/projects/modified-record-fire-range","","Devens","Massachusetts [MA]","United States [us]","New Construction","v2.2",""
"Cold Spring Green","https://www.usgbc.org/projects/cold-spring-green","","Newton","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"40 Sylvan Rd.","https://www.usgbc.org/projects/40-sylvan-rd","2 Sep 2009","Waltham","Massachusetts [MA]","United States [us]","Core and Shell","v2.0","Platinum"
"One Franklin","https://www.usgbc.org/projects/one-franklin","","Boston","Massachusetts [MA]","United States [us]","Core and Shell","v2.0",""
"Clark University Blackstone Hall","https://www.usgbc.org/projects/clark-university-blackstone-hall","16 Jun 2008","Worcester","Massachusetts [MA]","United States [us]","New Construction","v2.2","Silver"
"Flavin Architects 175 Portland Street","https://www.usgbc.org/projects/flavin-architects-175-portland-street","16 Nov 2009","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Gold"
"Boston Chinatown Neighborhood Center Com","https://www.usgbc.org/projects/boston-chinatown-neighborhood-center-com","12 Jul 2006","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v1.0 pilot","Silver"
"Eagle Mill","https://www.usgbc.org/projects/eagle-mill","","North Chelmsford","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"RREEF - Riverfront Office Park","https://www.usgbc.org/projects/rreef-riverfront-office-park-0","22 Nov 2011","Cambridge","Massachusetts [MA]","United States [us]","Existing Buildings","v2008","Silver"
"Blue Cross Blue Shield of Massachusetts","https://www.usgbc.org/projects/blue-cross-blue-shield-massachusetts","25 Sep 2006","North Quincy","Massachusetts [MA]","United States [us]","New Construction","v2.1","Certified"
"27 Centre St","https://www.usgbc.org/projects/27-centre-st","","Roxbury","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"90 Mt Auburn St","https://www.usgbc.org/projects/90-mt-auburn-st","8 Aug 2007","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2.1","Gold"
"1560 Trapelo Rd.","https://www.usgbc.org/projects/1560-trapelo-rd","","Waltham","Massachusetts [MA]","United States [us]","Existing Buildings","v2008",""
"Replace Composite O&T/ADAL DGS","https://www.usgbc.org/projects/replace-composite-otadal-dgs","","Cataumet","Massachusetts [MA]","United States [us]","New Construction","v2.2",""
"Overlook Life Care Community","https://www.usgbc.org/projects/overlook-life-care-community","","Charlton","Massachusetts [MA]","United States [us]","Existing Buildings","v2008",""
"TABOR ACADEMY, SCIENCE AND MATH CENTER","https://www.usgbc.org/projects/tabor-academy-science-and-math-center","14 May 2009","Marion","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"GUND Partnership Studio Renovation","https://www.usgbc.org/projects/gund-partnership-studio-renovation","12 Nov 2008","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Gold"
"Women and Public Policy - HKS","https://www.usgbc.org/projects/women-and-public-policy-hks","2 Apr 2012","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Certified"
"Brookside Mill Re-Development","https://www.usgbc.org/projects/brookside-mill-re-development","","Westford","Massachusetts [MA]","United States [us]","New Construction","v2.1",""
"Taunton Trial Court","https://www.usgbc.org/projects/taunton-trial-court","26 Jul 2012","Taunton","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"InterGen Headquarters","https://www.usgbc.org/projects/intergen-headquarters","30 Aug 2004","Burlington","Massachusetts [MA]","United States [us]","Commercial Interiors","v1.0 pilot","Certified"
"Allegrone Office Park","https://www.usgbc.org/projects/allegrone-office-park","","Lenox","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
"DYouville Transitional Care Unit","https://www.usgbc.org/projects/dyouville-transitional-care-unit","","Lowell","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Whittier Street Health Center","https://www.usgbc.org/projects/whittier-street-health-center","19 Sep 2012","Roxbury","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"PAREXEL_195 West Street","https://www.usgbc.org/projects/parexel195-west-street","25 Aug 2010","Waltham","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Certified"
"Clark University Lasry Center for Biosci","https://www.usgbc.org/projects/clark-university-lasry-center-biosci","28 Sep 2007","Worcester","Massachusetts [MA]","United States [us]","New Construction","v2.1","Gold"
"101 Arch Street","https://www.usgbc.org/projects/101-arch-street","","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2008",""
"Waltham Woods","https://www.usgbc.org/projects/waltham-woods","","Waltham","Massachusetts [MA]","United States [us]","Existing Buildings","v2008",""
"Stony Brook Office Park","https://www.usgbc.org/projects/stony-brook-office-park","10 Dec 2010","Waltham","Massachusetts [MA]","United States [us]","Existing Buildings","v2008","Silver"
"Devens Public Safety Building","https://www.usgbc.org/projects/devens-public-safety-building","","Devens","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"The Pilot House - Boston","https://www.usgbc.org/projects/pilot-house-boston","","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"777 West Street - Building 5","https://www.usgbc.org/projects/777-west-street-building-5","4 Jun 2012","Mansfield","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Silver"
"150 Boylston Street","https://www.usgbc.org/projects/150-boylston-street","7 Dec 2007","Boston","Massachusetts [MA]","United States [us]","New Construction","v2.1","Certified"
"New Library/Learning Commons","https://www.usgbc.org/projects/new-librarylearning-commons","","Salem","Massachusetts [MA]","United States [us]","New Construction","v2.2",""
"Whitin Observatory Renovation & Addition","https://www.usgbc.org/projects/whitin-observatory-renovation-addition","22 Nov 2011","Wellesley","Massachusetts [MA]","United States [us]","New Construction","v2.2","Silver"
"Shaw's Superstore, Worcester, MA","https://www.usgbc.org/projects/shaws-superstore-worcester-ma","1 Sep 2005","Worcester","Massachusetts [MA]","United States [us]","New Construction","v2.1","Certified"
"Kateri Tekakwitha Senior Housing","https://www.usgbc.org/projects/kateri-tekakwitha-senior-housing","","Auburn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"3 Van de Graaff","https://www.usgbc.org/projects/3-van-de-graaff","21 Sep 2012","Burlington","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Gold"
