,Path,Certification date,City,State,Country,Rating system,Version,Certification level
Maxwell's Green,https://www.usgbc.org/projects/maxwells-green,22-Dec-15,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
Old Colony Phase Two Building A,https://www.usgbc.org/projects/old-colony-phase-two-building,21-Dec-15,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Old Colony Phase Two Building J,https://www.usgbc.org/projects/old-colony-phase-two-building-j,21-Dec-15,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Old Colony Phase Two Building K,https://www.usgbc.org/projects/old-colony-phase-two-building-k,21-Dec-15,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Old Colony Phase Two Building I,https://www.usgbc.org/projects/old-colony-phase-two-building-i,21-Dec-15,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Subaru New England Corporate Headquarter,https://www.usgbc.org/projects/subaru-new-england-corporate-headquarter,13-Jan-16,Norwood,Massachusetts [MA],United States [us],New Construction,v2009,Platinum
Atria Marland Falls,https://www.usgbc.org/projects/atria-marland-falls,22-Dec-15,Andover,Massachusetts [MA],United States [us],Homes,v2008,Gold
Salem State University Fitness Center,https://www.usgbc.org/projects/salem-state-university-fitness-center,4-Jan-16,Salem,Massachusetts [MA],United States [us],New Construction,v2009,Silver
Harvard FAS - William James 10th Floor,https://www.usgbc.org/projects/harvard-fas-william-james-10th-floor,4-Jan-16,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
FWE Westborough Field HQ FWE0901-DC1,https://www.usgbc.org/projects/fwe-westborough-field-hq-fwe0901-dc1,22-Dec-15,Westborough,Massachusetts [MA],United States [us],New Construction,v2009,Platinum
125 CambridgePark,https://www.usgbc.org/projects/125-cambridgepark,18-Dec-15,Cambridge,Massachusetts [MA],United States [us],Existing Buildings,v2009,Silver
Wellness Center,https://www.usgbc.org/projects/wellness-center-0,11-Dec-15,Andover,Massachusetts [MA],United States [us],New Construction,v2009,Gold
West Springfield High School,https://www.usgbc.org/projects/west-springfield-high-school,10-Dec-15,West Springfield,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Silver
New Douglas Elementary School,https://www.usgbc.org/projects/new-douglas-elementary-school,9-Dec-15,Douglas,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Silver
One Financial Center,https://www.usgbc.org/projects/one-financial-center,8-Dec-15,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Charles Street Residence,https://www.usgbc.org/projects/charles-street-residence,23-Nov-15,Brewster,Massachusetts [MA],United States [us],Homes,v2008,Silver
Troy Boston,https://www.usgbc.org/projects/troy-boston,1-Dec-15,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
75 Ames Street,https://www.usgbc.org/projects/75-ames-street,30-Nov-15,Cambridge,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Hong Lok House,https://www.usgbc.org/projects/hong-lok-house,30-Nov-15,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
Redgate Real Estate,https://www.usgbc.org/projects/redgate-real-estate,25-Nov-15,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Forest Park Middle School,https://www.usgbc.org/projects/forest-park-middle-school,25-Nov-15,Springfield,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Certified
100 High,https://www.usgbc.org/projects/100-high,19-Nov-15,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Silver
Nitsch Engineering,https://www.usgbc.org/projects/nitsch-engineering,9-Oct-15,Worcester,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Certified
HGSE Longfellow Hall Renovation,https://www.usgbc.org/projects/hgse-longfellow-hall-renovation,11-Nov-15,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
450 Kendall St Parcel G,https://www.usgbc.org/projects/450-kendall-st-parcel-g,9-Nov-15,Cambridge,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
56 Center Street,https://www.usgbc.org/projects/56-center-street,9-Nov-15,Nantucket,Massachusetts [MA],United States [us],New Construction,v2009,Gold
33 Arch Street Recertification,https://www.usgbc.org/projects/33-arch-street-recertification,4-Nov-15,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Wellington F14 - Atlantic Wharf Boston,https://www.usgbc.org/projects/wellington-f14-atlantic-wharf-boston,4-Nov-15,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Center Plaza,https://www.usgbc.org/projects/center-plaza,2-Nov-15,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Jackson Commons,https://www.usgbc.org/projects/jackson-commons,15-Oct-15,Roxbury,Massachusetts [MA],United States [us],Mid-rise,v2008,Gold
Commonwealth College Honors Complex,https://www.usgbc.org/projects/commonwealth-college-honors-complex,23-Oct-15,Amherst,Massachusetts [MA],United States [us],New Construction,v2009,Silver
Starbucks Rowes Wharf,https://www.usgbc.org/projects/starbucks-rowes-wharf,19-Oct-15,Boston,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
5 Cowperthwaite Street,https://www.usgbc.org/projects/5-cowperthwaite-street,20-Dec-07,CAMBRIDGE,Massachusetts [MA],United States [us],New Construction,v2.1,Gold
Herrera-Urquhart Residence,https://www.usgbc.org/projects/herrera-urquhart-residence,2-Oct-15,Tyringham,Massachusetts [MA],United States [us],Homes,v2008,Gold
120 Kingston,https://www.usgbc.org/projects/120-kingston,4-Mar-15,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Hyannis,https://www.usgbc.org/projects/hyannis,28-Sep-15,Avon,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Certified
Cohen Lab Renovation,https://www.usgbc.org/projects/cohen-lab-renovation,22-Sep-15,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Cadet Housing Company 4 Addition,https://www.usgbc.org/projects/cadet-housing-company-4-addition,21-Sep-15,Buzzards Bay,Massachusetts [MA],United States [us],New Construction,v2009,Silver
JOHN W. MCCORMACK BUILDING,https://www.usgbc.org/projects/john-w-mccormack-building,15-Sep-15,BOSTON,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Webster Park Ave Elementary School,https://www.usgbc.org/projects/webster-park-ave-elementary-school,16-Sep-15,Webster,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Gold
Mattapan Community Health Center,https://www.usgbc.org/projects/mattapan-community-health-center,10-Sep-15,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
Esteves Hall Renovation,https://www.usgbc.org/projects/esteves-hall-renovation,1-Sep-15,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
Boston Scientific Building 300,https://www.usgbc.org/projects/boston-scientific-building-300,1-Sep-15,Marlborough,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Vineyard House Men's,https://www.usgbc.org/projects/vineyard-house-mens,7-Aug-15,Vineyard Haven,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Vineyard House Women's,https://www.usgbc.org/projects/vineyard-house-womens,7-Aug-15,Vineyard Haven,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Fitchburg State College - Science Bldg.,https://www.usgbc.org/projects/fitchburg-state-college-science-bldg,4-Aug-15,Fitchburg,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
Boston College High School Cadigan Hall,https://www.usgbc.org/projects/boston-college-high-school-cadigan-hall,3-Aug-15,Boston,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Silver
5 Channel Center,https://www.usgbc.org/projects/5-channel-center,3-Aug-15,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Springfield Data Center for  Mass,https://www.usgbc.org/projects/springfield-data-center-mass,28-Jul-15,Springfield,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Catlin Boston Office,https://www.usgbc.org/projects/catlin-boston-office,27-Jul-15,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Silver
Hingham Middle School,https://www.usgbc.org/projects/hingham-middle-school,27-Jul-15,Hingham,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Silver
Starbucks Market Street at Lynnfield,https://www.usgbc.org/projects/starbucks-market-street-lynnfield,9-Jul-15,Lynnfield,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
Lovejoy Wharf,https://www.usgbc.org/projects/lovejoy-wharf,8-Jul-15,Boston,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
Greek A Unit A4,https://www.usgbc.org/projects/greek-unit-a4,4-Jun-15,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Silver
160 Cambridge Park Drive,https://www.usgbc.org/projects/160-cambridge-park-drive,24-Jun-15,Cambridge,Massachusetts [MA],United States [us],Mid-rise,v2008,Gold
John W. Rogers High School,https://www.usgbc.org/projects/john-w-rogers-high-school,4-Jul-15,Rockland,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Gold
Burlington Research Center - Phase 2,https://www.usgbc.org/projects/burlington-research-center-phase-2,1-Jul-15,Burlington,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
MIT IMES E25 - 3rd Floor,https://www.usgbc.org/projects/mit-imes-e25-3rd-floor,30-Jun-15,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Keolis Commuter Services,https://www.usgbc.org/projects/keolis-commuter-services,30-Jun-15,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Certified
Greek A Unit A3,https://www.usgbc.org/projects/greek-unit-a3,4-Jun-15,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Silver
Greek A Unit A1,https://www.usgbc.org/projects/greek-unit-a1,4-Jun-15,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Silver
Greek A Unit A2,https://www.usgbc.org/projects/greek-unit-a2,4-Jun-15,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Silver
MGH Institute of Health Professions,https://www.usgbc.org/projects/mgh-institute-health-professions,23-Jun-15,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Certified
HASTINGS KEITH FB,https://www.usgbc.org/projects/hastings-keith-fb,22-Jun-15,NEW BEDFORD,Massachusetts [MA],United States [us],Existing Buildings,v2009,Certified
Independence Wharf,https://www.usgbc.org/projects/independence-wharf-0,22-Jun-15,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Seaport East and West Recertification,https://www.usgbc.org/projects/seaport-east-and-west-recertification,22-Jun-15,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Family Health Center of Worcester 2013,https://www.usgbc.org/projects/family-health-center-worcester-2013,22-Jun-15,Worcester,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Certified
Starbucks Chestnut Hill Square,https://www.usgbc.org/projects/starbucks-chestnut-hill-square,19-Jun-15,Chestnut Hill,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v2009,Certified
Starbucks Burlington Middlesex Turnpike,https://www.usgbc.org/projects/starbucks-burlington-middlesex-turnpike,18-Jun-15,Burlington,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v2009,Certified
Starbucks Burlington-Wayside Commons,https://www.usgbc.org/projects/starbucks-burlington-wayside-commons,18-Jun-15,Burlington,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v2009,Certified
Starbucks Assembly Row,https://www.usgbc.org/projects/starbucks-assembly-row,18-Jun-15,Somerville,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v2009,Certified
Longwood Center,https://www.usgbc.org/projects/longwood-center,3-Jun-15,Boston,Massachusetts [MA],United States [us],Core and Shell,v2.0,Gold
"Children's Hospital Boston, Expansion",https://www.usgbc.org/projects/childrens-hospital-boston-expansion,2-Jun-15,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Marshfield High School,https://www.usgbc.org/projects/marshfield-high-school-0,1-Jun-15,Marshfield,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Gold
Central Middle School,https://www.usgbc.org/projects/central-middle-school,22-May-15,Quincy,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Gold
Holyoke Library,https://www.usgbc.org/projects/holyoke-library,3-May-15,Holyoke,Massachusetts [MA],United States [us],New Construction,v2009,Silver
John W. Rogers Middle School,https://www.usgbc.org/projects/john-w-rogers-middle-school,1-May-15,Rockland,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Gold
Granby Free Public Library,https://www.usgbc.org/projects/granby-free-public-library,30-Apr-15,Granby,Massachusetts [MA],United States [us],New Construction,v2009,Certified
Assembly Row Block 2,https://www.usgbc.org/projects/assembly-row-block-2,23-Apr-15,Somerville,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
Brookline Teen Center,https://www.usgbc.org/projects/brookline-teen-center,2-Apr-15,Brookline,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
255 State Street,https://www.usgbc.org/projects/255-state-street-0,8-Apr-15,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Estabrook Elementary School,https://www.usgbc.org/projects/estabrook-elementary-school,8-Apr-15,Lexington,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Silver
BU-EPIC,https://www.usgbc.org/projects/bu-epic,7-Apr-15,Brookline,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Elms College New Science Building,https://www.usgbc.org/projects/elms-college-new-science-building,7-Apr-15,Chicopee,Massachusetts [MA],United States [us],New Construction,v2009,Certified
73 Tremont,https://www.usgbc.org/projects/73-tremont,1-Apr-15,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Boston Logan ConRAC - Phase 1,https://www.usgbc.org/projects/boston-logan-conrac-phase-1,31-Mar-15,East Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Charles Park,https://www.usgbc.org/projects/charles-park-0,27-Mar-15,Cambridge,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
The Alan and Sherry Leventhal Center,https://www.usgbc.org/projects/alan-and-sherry-leventhal-center,26-Mar-15,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Museum of Comparative Zoology - FAS,https://www.usgbc.org/projects/museum-comparative-zoology-fas,9-Mar-15,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
Converse Factory Store:  Assembly Row,https://www.usgbc.org/projects/converse-factory-store-assembly-row,2-Mar-15,Somerville,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v2009,Gold
Hess Center for the Arts,https://www.usgbc.org/projects/hess-center-arts,12-Feb-15,Deerfield,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Certified
NMR Meditation Center,https://www.usgbc.org/projects/nmr-meditation-center,11-Feb-15,Raynham,Massachusetts [MA],United States [us],New Construction,v2009,Silver
Ames Shovel Works - Building 4,https://www.usgbc.org/projects/ames-shovel-works-building-4,21-Jan-15,Easton,Massachusetts [MA],United States [us],Homes,v2008,Gold
"Ames Shovel Works- Building 6, Unit 101",https://www.usgbc.org/projects/ames-shovel-works-building-6-unit-101,21-Jan-15,Easton,Massachusetts [MA],United States [us],Homes,v2008,Gold
