,Path,Certification date,City,State,Country,Rating system,Version,Certification level
Cambridge Public Library,https://www.usgbc.org/projects/cambridge-public-library,13-Dec-10,Cambridge,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
TD Bank Offices,https://www.usgbc.org/projects/td-bank-offices,4-Feb-10,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Certified
TD Bank - Framingham MA - 901 Edgell Rd,https://www.usgbc.org/projects/td-bank-framingham-ma-901-edgell-rd,5-Jun-12,Framingham,Massachusetts [MA],United States [us],New Construction,v2009,Gold
"Stop&Shop, #082",https://www.usgbc.org/projects/stopshop-082,2-Apr-08,Halifax,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Certified
"Stop&Shop, #410",https://www.usgbc.org/projects/stopshop-410,2-Apr-08,Gloucester,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Certified
TD Bank - Wayland MA - Boston Post Road,https://www.usgbc.org/projects/td-bank-wayland-ma-boston-post-road,27-Apr-12,Wayland,Massachusetts [MA],United States [us],New Construction,v2009,Silver
125 High St,https://www.usgbc.org/projects/125-high-st-0,21-Oct-10,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Harvard Business School Wyss House,https://www.usgbc.org/projects/harvard-business-school-wyss-house,15-Nov-07,Cambridge,Massachusetts [MA],United States [us],New Construction,v2.1,Gold
"Stop&Shop, #473",https://www.usgbc.org/projects/stopshop-473,2-Apr-08,Fall River,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Certified
Genzyme Allston Phase 2,https://www.usgbc.org/projects/genzyme-allston-phase-2,20-Oct-10,Allston,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
"Stop&Shop, #429",https://www.usgbc.org/projects/stopshop-429,2-Apr-08,Dorchester,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Certified
"Stop&Shop, #018",https://www.usgbc.org/projects/stopshop-018,2-Apr-08,Dorchester,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Certified
"Stop&Shop, #055",https://www.usgbc.org/projects/stopshop-055,2-Apr-08,Brockton,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Certified
"Stop&Shop, #430",https://www.usgbc.org/projects/stopshop-430,2-Apr-08,Bellingham,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Certified
Parkside Commons Development - Chelsea,https://www.usgbc.org/projects/parkside-commons-development-chelsea,23-Nov-09,Chelsea,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
TD Bank - Brighton MA - Market St,https://www.usgbc.org/projects/td-bank-brighton-ma-market-st,1-Nov-11,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
120 Presidential,https://www.usgbc.org/projects/120-presidential,30-Jun-10,Woburn,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Silver
MASSACHUSETTS MARITIME ACADEMY,https://www.usgbc.org/projects/massachusetts-maritime-academy,1-Apr-08,BUZZARDS BAY,Massachusetts [MA],United States [us],New Construction,v2.1,Gold
BRIDGEWATER STATE RESIDENCE H,https://www.usgbc.org/projects/bridgewater-state-residence-h,18-May-09,BRIDGEWATER,Massachusetts [MA],United States [us],New Construction,v2.1,Silver
Project Hope,https://www.usgbc.org/projects/project-hope,13-Sep-07,BOSTON,Massachusetts [MA],United States [us],New Construction,v2.1,Silver
Harvard Northwest Labs East Wing Offices,https://www.usgbc.org/projects/harvard-northwest-labs-east-wing-offices,23-Sep-10,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Harvard University - Hip Hop Archive,https://www.usgbc.org/projects/harvard-university-hip-hop-archive,5-Aug-10,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
"TD Bank -535 Boylston St,Boston,MA 02116",https://www.usgbc.org/projects/td-bank-535-boylston-stbostonma-02116,27-Jun-11,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Perkins Lower School,https://www.usgbc.org/projects/perkins-lower-school,3-May-12,Watertown,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Gold
Adobe,https://www.usgbc.org/projects/adobe-0,20-May-11,Waltham,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
Two Twenty Two Berkeley by EOP,https://www.usgbc.org/projects/two-twenty-two-berkeley-eop,20-Oct-10,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
50 Hampshire,https://www.usgbc.org/projects/50-hampshire,2-Nov-11,Cambridge,Massachusetts [MA],United States [us],Existing Buildings,v2008,Gold
"Kunes and Francis Labs, BioLabs building",https://www.usgbc.org/projects/kunes-and-francis-labs-biolabs-building,22-Feb-12,Cambrdige,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
"EPS Pearson Lab, Hoffman Building",https://www.usgbc.org/projects/eps-pearson-lab-hoffman-building,7-Jul-11,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Littauer Fine Arts Library,https://www.usgbc.org/projects/littauer-fine-arts-library,15-Dec-09,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
EPS Museum 2nd Floor,https://www.usgbc.org/projects/eps-museum-2nd-floor,23-May-11,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
KFC/Taco Bell,https://www.usgbc.org/projects/kfctaco-bell,2-Jul-09,Northampton,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Highland Fire Station,https://www.usgbc.org/projects/highland-fire-station-0,11-May-12,Arlington,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
One Newton Place - MOCA Offices,https://www.usgbc.org/projects/one-newton-place-moca-offices,9-Jun-10,Newton,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Winchester Hospital Cancer Center,https://www.usgbc.org/projects/winchester-hospital-cancer-center,6-Aug-12,Winchester,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Chapman Office Renovation,https://www.usgbc.org/projects/chapman-office-renovation,8-Sep-09,Newton,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Platinum
"Deloitte Practice Office - Boston, MA",https://www.usgbc.org/projects/deloitte-practice-office-boston-ma,10-Feb-10,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
ISO-NEW ENGLAND,https://www.usgbc.org/projects/iso-new-england-0,6-Dec-07,HOLYOKE,Massachusetts [MA],United States [us],New Construction,v2.1,Gold
Nobis Engineering Merrimack Valley HQ,https://www.usgbc.org/projects/nobis-engineering-merrimack-valley-hq,20-Jan-10,Lowell,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Moorcroft Office Renovation,https://www.usgbc.org/projects/moorcroft-office-renovation,21-Mar-11,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
ECGA Cox Reservation Headquarters,https://www.usgbc.org/projects/ecga-cox-reservation-headquarters,23-Aug-10,Essex,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
ADD 311 - Office Project,https://www.usgbc.org/projects/add-311-office-project,15-Sep-09,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Platinum
SIGNATURE LOGAN TERMINAL,https://www.usgbc.org/projects/signature-logan-terminal,16-May-08,EAST BOSTON,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
Peabody Terrace Graduate Commons,https://www.usgbc.org/projects/peabody-terrace-graduate-commons,16-Jan-13,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
One Financial,https://www.usgbc.org/projects/one-financial,19-Jan-09,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2008,Silver
Mitchell's Book Corner,https://www.usgbc.org/projects/mitchells-book-corner,7-Apr-10,Nantucket,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
MassArt Kennedy Campus Center,https://www.usgbc.org/projects/massart-kennedy-campus-center,23-Nov-11,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Egleston Square Substation,https://www.usgbc.org/projects/egleston-square-substation,22-Oct-08,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
Burton Lab Renovation - BioLabs,https://www.usgbc.org/projects/burton-lab-renovation-biolabs,3-Mar-11,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
"Herbaria,  1st Floor Lab",https://www.usgbc.org/projects/herbaria-1st-floor-lab,18-Nov-10,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Mango Lab Renovation - BioLabs,https://www.usgbc.org/projects/mango-lab-renovation-biolabs,13-Apr-12,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Worcester State College Admin. Building,https://www.usgbc.org/projects/worcester-state-college-admin-building,17-Jun-10,Worcester,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Citizenship & Immigration Services,https://www.usgbc.org/projects/citizenship-immigration-services,22-Feb-10,Lawrence,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
J. W. McCormack Repair & Alterations,https://www.usgbc.org/projects/j-w-mccormack-repair-alterations,28-Jun-10,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Two International Place,https://www.usgbc.org/projects/two-international-place,21-Dec-12,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Silver
One International Place,https://www.usgbc.org/projects/one-international-place,23-Apr-12,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Silver
Haberlin Hall Addition & Renovation,https://www.usgbc.org/projects/haberlin-hall-addition-renovation,10-Nov-10,Worcester,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Liberty Mutual Group HQ,https://www.usgbc.org/projects/liberty-mutual-group-hq,17-Oct-11,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
TRO Jung|Brannen,https://www.usgbc.org/projects/tro-jungbrannen,18-Jul-09,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Syska Cambridge Office,https://www.usgbc.org/projects/syska-cambridge-office,26-Jul-10,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Greenworks Building,https://www.usgbc.org/projects/greenworks-building,10-Mar-08,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Certified
MIT Sloan School of Management E60,https://www.usgbc.org/projects/mit-sloan-school-management-e60,11-Oct-12,Cambridge,Massachusetts [MA],United States [us],New Construction,v2009,Gold
10 West Street,https://www.usgbc.org/projects/10-west-street,23-Aug-08,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
33 Arch Street,https://www.usgbc.org/projects/33-arch-street,19-Mar-10,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2008,Gold
Knoll Inc - Boston Showroom,https://www.usgbc.org/projects/knoll-inc-boston-showroom,7-Nov-12,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
"New England Environmental, Inc.",https://www.usgbc.org/projects/new-england-environmental-inc,7-Jul-11,Amherst,Massachusetts [MA],United States [us],New Construction,v2.2,Platinum
Book Depository - Mod 7,https://www.usgbc.org/projects/book-depository-mod-7,15-Jul-11,Southborough,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
MATHER DUNSTER RENOVATION,https://www.usgbc.org/projects/mather-dunster-renovation,22-Jun-06,CAMBRIDGE,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Macallen Building,https://www.usgbc.org/projects/macallen-building,28-Mar-08,South Boston,Massachusetts [MA],United States [us],New Construction,v2.1,Gold
Food Bank of Western Mass,https://www.usgbc.org/projects/food-bank-western-mass,21-Nov-07,Hatfield,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Gold
330 STUART STREET,https://www.usgbc.org/projects/330-stuart-street,21-Dec-06,BOSTON,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
175 Wyman Street,https://www.usgbc.org/projects/175-wyman-street,28-Apr-10,Waltham,Massachusetts [MA],United States [us],Core and Shell,v2.0,Gold
WAINWRIGHT BANK NEWTON CENTRE,https://www.usgbc.org/projects/wainwright-bank-newton-centre,23-May-07,NEWTON,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Crew Building,https://www.usgbc.org/projects/crew-building,19-Oct-12,Worcester,Massachusetts [MA],United States [us],New Construction,v2009,Silver
Gate Building,https://www.usgbc.org/projects/gate-building,16-Nov-12,Worcester,Massachusetts [MA],United States [us],New Construction,v2009,Silver
GATEHOUSE,https://www.usgbc.org/projects/gatehouse,9-Jul-09,Boston,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
Lexington DPW,https://www.usgbc.org/projects/lexington-dpw,16-Dec-10,Lexington,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
100 Wason Avenue Medical Office Building,https://www.usgbc.org/projects/100-wason-avenue-medical-office-building,16-Nov-10,Springfield,Massachusetts [MA],United States [us],Core and Shell,v2.0,Certified
Scott Hall Bridgewater State College,https://www.usgbc.org/projects/scott-hall-bridgewater-state-college,12-Apr-10,Bridgewater,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
Pope Hall Bridgewater State College,https://www.usgbc.org/projects/pope-hall-bridgewater-state-college,22-Feb-10,Bridgewater,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
TUSDM Level 2 Renovation,https://www.usgbc.org/projects/tusdm-level-2-renovation,2-Feb-12,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
CoStar Boston,https://www.usgbc.org/projects/costar-boston,27-Apr-11,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
Wyss Institute - 58 Oxford St,https://www.usgbc.org/projects/wyss-institute-58-oxford-st,24-Feb-12,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
Vecitis Lab,https://www.usgbc.org/projects/vecitis-lab,10-Jan-12,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
Pearle L. Crawford Memorial Library,https://www.usgbc.org/projects/pearle-l-crawford-memorial-library,5-Sep-11,Dudley,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
81 Brent Street,https://www.usgbc.org/projects/81-brent-street,19-Oct-11,Dorchester,Massachusetts [MA],United States [us],Homes,v2008,Platinum
First Wind - Boston,https://www.usgbc.org/projects/first-wind-boston,3-Dec-10,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Excel Dryer Office Building,https://www.usgbc.org/projects/excel-dryer-office-building,25-May-11,East Longmeadow,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
380 Stuart Street,https://www.usgbc.org/projects/380-stuart-street,18-Apr-12,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Wainwright Bank - Coolidge Corner Branch,https://www.usgbc.org/projects/wainwright-bank-coolidge-corner-branch,10-Aug-06,Brookline,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Arup Boston Office Renovation,https://www.usgbc.org/projects/arup-boston-office-renovation,6-Jan-10,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
CNET Networks,https://www.usgbc.org/projects/cnet-networks,19-Jun-09,Somerville,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Harvard Business School - Hamilton Hall,https://www.usgbc.org/projects/harvard-business-school-hamilton-hall,7-Dec-07,Boston,Massachusetts [MA],United States [us],New Construction,v2.1,Gold
Boston Scientific Marlborough,https://www.usgbc.org/projects/boston-scientific-marlborough,9-Apr-08,Marlborough,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
Shawmut 5th Floor Renovation,https://www.usgbc.org/projects/shawmut-5th-floor-renovation,8-Feb-10,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Wheelock Riverway House,https://www.usgbc.org/projects/wheelock-riverway-house,13-Dec-10,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Silver
Harvard Kennedy School Littauer Library,https://www.usgbc.org/projects/harvard-kennedy-school-littauer-library,15-Aug-12,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Westhampton Memorial Library,https://www.usgbc.org/projects/westhampton-memorial-library,14-Sep-11,Westhampton,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Small Friends School,https://www.usgbc.org/projects/small-friends-school,29-May-09,Nantucket,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
"Thayer Hall, Harvard University, FAS",https://www.usgbc.org/projects/thayer-hall-harvard-university-fas,14-Dec-10,Cambridge,Massachusetts [MA],United States [us],Existing Buildings,v2008,Silver
LSCC - MFG,https://www.usgbc.org/projects/lscc-mfg,1-Apr-10,Devens,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
Cubellis Boston New Office Buildout,https://www.usgbc.org/projects/cubellis-boston-new-office-buildout,4-Aug-09,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Lecture Hall - BioLabs Building,https://www.usgbc.org/projects/lecture-hall-biolabs-building,16-Sep-11,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Forrester Research,https://www.usgbc.org/projects/forrester-research,21-Aug-12,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
Allsteel/Gunlocke Resource Center,https://www.usgbc.org/projects/allsteelgunlocke-resource-center,25-Apr-08,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
"Reservoir Woods, 850 Winter Street",https://www.usgbc.org/projects/reservoir-woods-850-winter-street,17-Jun-09,Waltham,Massachusetts [MA],United States [us],Core and Shell,v2.0,Gold
Atlantic Wharf,https://www.usgbc.org/projects/atlantic-wharf,19-Mar-12,Boston,Massachusetts [MA],United States [us],Core and Shell,v2.0,Platinum
77 CityPoint,https://www.usgbc.org/projects/77-citypoint,24-Jan-09,Waltham,Massachusetts [MA],United States [us],Core and Shell,v2.0,Gold
Center for Life Science Boston,https://www.usgbc.org/projects/center-life-science-boston,3-Apr-09,Boston,Massachusetts [MA],United States [us],Core and Shell,v1.0 pilot,Gold
United Teen Equality Center (UTEC),https://www.usgbc.org/projects/united-teen-equality-center-utec,12-Nov-12,Lowell,Massachusetts [MA],United States [us],New Construction,v2.2,Platinum
Fall River Courts,https://www.usgbc.org/projects/fall-river-courts,12-Feb-12,Fall River,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Murr Center -Tennis Center Lockers,https://www.usgbc.org/projects/murr-center-tennis-center-lockers,17-May-11,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Certified
TD Bank - Braintree MA - 405 Franklin St,https://www.usgbc.org/projects/td-bank-braintree-ma-405-franklin-st,28-Nov-12,Braintree,Massachusetts [MA],United States [us],Retail - New Construction,v2009,Platinum
UMMS MBL Research & Admin Bulding,https://www.usgbc.org/projects/umms-mbl-research-admin-bulding,18-Jan-12,Mattapan,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
TD Bank - Weymouth MA - 754 Main Street,https://www.usgbc.org/projects/td-bank-weymouth-ma-754-main-street,15-Jan-13,Weymouth,Massachusetts [MA],United States [us],Retail - New Construction,v2009,Gold
TD Bank - Lexington MA - 330 Woburn St,https://www.usgbc.org/projects/td-bank-lexington-ma-330-woburn-st,8-Oct-12,Lexington,Massachusetts [MA],United States [us],Retail - New Construction,v2009,Gold
TD Bank - Acton MA - Massachusetts Av,https://www.usgbc.org/projects/td-bank-acton-ma-massachusetts-av,17-Oct-12,Acton,Massachusetts [MA],United States [us],Retail - New Construction,v2009,Gold
InterGen Corporate Headquarters,https://www.usgbc.org/projects/intergen-corporate-headquarters-0,5-Apr-12,Burlington,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Certified
Zhang/CBS - Harvard FAS,https://www.usgbc.org/projects/zhangcbs-harvard-fas,27-Jun-11,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
"IKEA Stoughton, MA",https://www.usgbc.org/projects/ikea-stoughton-ma,2-Feb-07,Stoughton,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
Old Colony Community Building,https://www.usgbc.org/projects/old-colony-community-building,25-May-12,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
HLS Hauser Hall Basement Offices,https://www.usgbc.org/projects/hls-hauser-hall-basement-offices,6-Aug-12,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
St. Polycarp Village,https://www.usgbc.org/projects/st-polycarp-village,22-Jul-10,Somerville,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
Radcliffe Institute for Advanced Study:,https://www.usgbc.org/projects/radcliffe-institute-advanced-study,3-Mar-06,Cambridge,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
Harvard Business School McCulloch Hall,https://www.usgbc.org/projects/harvard-business-school-mcculloch-hall,5-Apr-10,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Platinum
Gordon Track:  Lockerrooms and Offices,https://www.usgbc.org/projects/gordon-track-lockerrooms-and-offices,23-Aug-11,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Certified
B1 Annex  Northwest Labs  Harvard SEAS,https://www.usgbc.org/projects/b1-annex-northwest-labs-harvard-seas,19-Aug-11,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
LSCC-LOC,https://www.usgbc.org/projects/lscc-loc,15-Dec-09,Devens,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Leggat McCall Properties,https://www.usgbc.org/projects/leggat-mccall-properties,10-Jul-09,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Platinum
Massachusetts Audubon Society Wellfleet,https://www.usgbc.org/projects/massachusetts-audubon-society-wellfleet,13-Aug-08,South Wellfleet,Massachusetts [MA],United States [us],New Construction,v2.1,Platinum
Stanley Elementary School,https://www.usgbc.org/projects/stanley-elementary-school,7-Jul-06,Waltham,Massachusetts [MA],United States [us],New Construction,v2.1,Silver
641 / 643 Huntington St. Renovation,https://www.usgbc.org/projects/641-643-huntington-st-renovation,5-Sep-10,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Schreiber Lab Renovation,https://www.usgbc.org/projects/schreiber-lab-renovation,4-Nov-09,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Zhuang Lab Renovation,https://www.usgbc.org/projects/zhuang-lab-renovation,27-Jul-09,Cambrdige,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Isabella Stewart Gardner Museum,https://www.usgbc.org/projects/isabella-stewart-gardner-museum,5-Sep-12,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Whitin Mill Redevelopment,https://www.usgbc.org/projects/whitin-mill-redevelopment,25-Mar-11,Whitinsville,Massachusetts [MA],United States [us],New Construction,v2.1,Gold
100 Burlington Centre,https://www.usgbc.org/projects/100-burlington-centre,25-Feb-10,Burlington,Massachusetts [MA],United States [us],Core and Shell,v2.0,Gold
BAC 1025 Main Street My Work,https://www.usgbc.org/projects/bac-1025-main-street-my-work,25-Nov-09,Waltham,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
BAC 100 Fed 8th floor,https://www.usgbc.org/projects/bac-100-fed-8th-floor,9-Jul-09,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
CBNA  Wellesley,https://www.usgbc.org/projects/cbna-wellesley,4-Nov-08,Wellesley,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
CBNA Somerville,https://www.usgbc.org/projects/cbna-somerville,4-Nov-08,Somerville,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
CBNA North Quincy,https://www.usgbc.org/projects/cbna-north-quincy,4-Nov-08,North Quincy,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
CBNA N. Andover,https://www.usgbc.org/projects/cbna-n-andover,4-Nov-08,North Andover,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
"CBNA, Marlborough",https://www.usgbc.org/projects/cbna-marlborough,4-Nov-08,Marlborough,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
CBNA Lexington,https://www.usgbc.org/projects/cbna-lexington,4-Nov-08,Lexington,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
CBNA Cambridge,https://www.usgbc.org/projects/cbna-cambridge,4-Nov-08,Cambridge,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
CBNA Andover,https://www.usgbc.org/projects/cbna-andover,4-Nov-08,Andover,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
CBNA Boston,https://www.usgbc.org/projects/cbna-boston,4-Nov-08,Boston,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
Mashpee Public Library,https://www.usgbc.org/projects/mashpee-public-library,23-Nov-10,Mashpee,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
WGBH Headquarters,https://www.usgbc.org/projects/wgbh-headquarters,10-Mar-08,Brighton,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
Brighton Branch Library,https://www.usgbc.org/projects/brighton-branch-library,6-Dec-11,Brighton,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
"HLS 125 Mount Auburn Street, 2nd Floor",https://www.usgbc.org/projects/hls-125-mount-auburn-street-2nd-floor,28-Feb-09,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Beech Street Center,https://www.usgbc.org/projects/beech-street-center,14-Aug-11,Belmont,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
PeoplesBank Memorial Ave,https://www.usgbc.org/projects/peoplesbank-memorial-ave,7-Jun-12,West Springfield,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
PeoplesBank St. James Ave,https://www.usgbc.org/projects/peoplesbank-st-james-ave,18-Nov-10,Springfield,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
Wheaton College CSII,https://www.usgbc.org/projects/wheaton-college-csii,30-Jul-12,Norton,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
DFCI Yawkey Center for Cancer Care,https://www.usgbc.org/projects/dfci-yawkey-center-cancer-care,1-Sep-11,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Emerson Colonial Residence Hall,https://www.usgbc.org/projects/emerson-colonial-residence-hall,19-Apr-11,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Harvard Business School Aldrich Hall,https://www.usgbc.org/projects/harvard-business-school-aldrich-hall,15-Nov-07,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
Akamai 4CC 10th Floor,https://www.usgbc.org/projects/akamai-4cc-10th-floor,25-Feb-10,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Cell Signaling Technology,https://www.usgbc.org/projects/cell-signaling-technology,5-May-07,Danvers,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
Blue Cross Blue Shield of Massachusetts,https://www.usgbc.org/projects/blue-cross-blue-shield-massachusetts-0,3-Jun-08,Hingham,Massachusetts [MA],United States [us],New Construction,v2.1,Silver
Engert Lab - Harvard FAS,https://www.usgbc.org/projects/engert-lab-harvard-fas,2-Sep-11,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
MIT - Fariborz Maseeh Hall,https://www.usgbc.org/projects/mit-fariborz-maseeh-hall,30-Aug-12,Cambridge,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
BioSquare Research Building III,https://www.usgbc.org/projects/biosquare-research-building-iii,13-Jan-08,Boston,Massachusetts [MA],United States [us],Core and Shell,v1.0 pilot,Certified
10 St. James Avenue,https://www.usgbc.org/projects/10-st-james-avenue,21-Oct-09,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2008,Silver
